0,1,2,3,4,5,6,7,8,9,10,11
전라남도나주시청,1. 기관소개 :전라남도 나주시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도담양군청,1. 기관소개 :전라남도 담양군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도목포시청,1. 기관소개 :전라남도 목포시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :http://www.mokpo.go.kr/www/open_data/administrative_guidance/recode,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도무안군청,1. 기관소개 :전라남도 무안군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도보성군청,1. 기관소개 :전라남도 보성군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도순천시청,1. 기관소개 :전라남도 순천시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 0명(미배치),6. 기타,,,,,
전라남도신안군청,1. 기관소개 : 전라남도 신안군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명 / 공무직 : 2명,6. 기타,,,,,
전라남도여수시청,1. 기관소개 :전라남도 여수시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도영광군청,1. 기관소개 :전라남도 영광군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도영암군청,1. 기관소개 :전라남도 영암군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 0명(미배치),6. 기타,,,,,
전라남도완도군청,1. 기관소개 :전라남도 완도군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :https://www.wando.go.kr/www/open_data/public_data/public_data_list,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도완도군청,1. 기관소개 : ,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라남도장성군청,1. 기관소개 :전라남도 장성군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도곡성군청,1. 기관소개 :전라남도 곡성군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도장흥군청,1. 기관소개 :전라남도 장흥군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도진도군청,1. 기관소개 :전라남도 진도군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도함평군청,1. 기관소개 :전라남도 보성군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크: 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도해남군청,1. 기관소개 :전라남도 해남기관소개 :전라남도 해남군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라남도화순군청,1. 기관소개 :전라남도 화순군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록,3. 보유기록물 목록 :없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도부안군청,1. 기관소개 :전라북도 부안군청의 행정 및 민원 등의 업무를 총괄하는 기관이다. ,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
대구광역시달성교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
대구광역시남부교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
대구광역시동부교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
대구광역시서부교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
대구광역시교육청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
광주광역시교육청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
광주광역시동부교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
광주광역시서부교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 : ,,,,,
경상북도교육청,1. 기관소개 :,2. 정보목록 : http://www.gbe.kr/main/openApi/list.do?mi=3234,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
경상북도경산교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 : ,,,,,
경상북도경주교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
경상북도고령교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타 :,,,,,
경상북도구미교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
경상북도군위교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타 :,,,,,
경상북도김천교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타 :,,,,,
경상북도문경교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타 :,,,,,
경상북도봉화교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타 :,,,,,
경상북도상주교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타 :,,,,,
경상북도성주교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 : ,,,,,
경상북도안동교육지원청,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
대전광역시교육청,1. 기관소개 : ,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시중부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시성북강북교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시성동광진교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시서부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시북부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시동작관악교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시동부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시남부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시강서양천교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시강동송파교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시강남서초교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울특별시교육청,1. 기관소개 :,2. 정보목록 : 시스템 오류로 인해 외부링크로 제공,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
부산광역시해운대교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산광역시서부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산광역시북부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산광역시동래교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산광역시남부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산광역시교육청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전광역시동부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전광역시서부교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
울산광역시교육청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
울산광역시강남교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
울산광역시강북교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천광역시교육청,1. 기관소개 :,2. 정보목록 : 외부 공개하지 않음. 내부열람용.,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천광역시강화교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
