기관유형,기관명,설명
중앙행정기관,소방청,"1. 기관소개<br>소방청은 소방과 방재, 민방위 운영 및 안전 관리에 관한 사무를 관장하는 행정안전부 산하의 중앙행정기관이다.<br>2. 정보목록<br>http://www.nfa.go.kr/nfa/releaseinformation/beforehand/infolist/<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 소방청 기록물관리 및 기록관 운영규정<br>http://www.law.go.kr/행정규칙/소방청기록물관리및기록관운영규정/(12,20171229)"
중앙행정기관,문화재청,"1. 기관소개<br>문화재청은 문화재의 보존·관리·활용·조사·연구 및 선양에 관한 사무를 관장하는 대한민국의 중앙행정기관이다.<br>2. 정보목록<br>http://www.cha.go.kr/html/HtmlPage.do?pg=/open/openList.jsp&mn=NS_04_03<br>3. 문화재청 기록관 보유 기록물 목록<br>http://www.cha.go.kr/cop/bbs/selectBoardArticle.do?nttId=2721&bbsId=BBSMSTR_1033&pageIndex=1&pageUnit=10&searchCnd=title&searchWrd=보유&ctgryLrcls=&ctgryMdcls=&ctgrySmcls=&ntcStartDt=&ntcEndDt=&searchUseYn=Y&mn=NS_04_03<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 3명<br>*기록관리 업무 담당자 : 23명<br>6. 기타 <br>1) 문화재청 기록물관리 및 기록관 운영 규정<br>http://www.law.go.kr/행정규칙/문화재청기록물관리및기록관운영규정/(446,20170929)<br> 2) 문화재청 기록관리기준표<br>http://www.law.go.kr/행정규칙/2020년도문화재청기록관리기준표/(2020-31,20200330)"
중앙행정기관,농촌진흥청,"1. 기관소개<br>농촌진흥청은 농촌진흥에 관한 사무를 관장하기 위하여 농림부 산하에 설치된 대한민국의 중앙행정기관이다.<br>2. 정보목록<br>http://www.rda.go.kr/board/board.do?mode=html&prgId=opq_infomenuQuery<br>3. 농촌진흥청 기록관 보유목록<br>http://www.rda.go.kr/board/board.do?boardId=oplmanual&prgId=opl_oplmanual&menu_id=opp&currPage=1&dataNo=100000766762&mode=updateCnt<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 농촌진흥청 기록관운영규정<br>http://www.law.go.kr/행정규칙/농촌진흥청기록관운영규정/(1069,20151001)<br> 2) 농촌진흥청 기록물관리지침<br>http://www.rda.go.kr/board/board.do?boardId=oplmanual&prgId=opl_oplmanual&menu_id=opp&currPage=1&dataNo=100000765410&mode=updateCnt<br> 3) 농촌진흥청 기록관리기준표<br>http://www.rda.go.kr/board/board.do?boardId=oplmanual&prgId=opl_oplmanual&menu_id=opp&currPage=1&dataNo=100000759603&mode=updateCnt"
중앙행정기관,산림청,"1. 기관소개<br>산림청은 산림자원의 증식, 산림의 보호육성, 임산물의 이용개발 등 산림에 관한 사무를 관장하는 대한민국의 중앙행정기관이다.<br>2. 정보목록<br>http://www.forest.go.kr/kfsweb/html/HtmlPage.do?pg=/news/news_030401.html&mn=NKFS_06_02_04<br>3. 산림청 기록관 보유 목록<br>http://www.forest.go.kr/kfsweb/cop/bbs/selectBoardArticle.do?nttId=2873624&bbsId=BBSMSTR_1069&pageIndex=1&pageUnit=10&searchtitle=title&searchcont=&searchkey=&searchwriter=&searchdept=&searchWrd=기록&ctgryLrcls=&ctgryMdcls=&ctgrySmcls=&ntcStartDt=&ntcEndDt=&orgId=&mn=NKFS_06_09_01<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 3명<br>6. 기타<br> 1) 산림청 기록관 운영에 관한 규정<br>http://www.law.go.kr/행정규칙/산림청기록관운영에관한규정/(585,20100927)<br> 2) 산림청 기록관리기준표 고시<br>http://www.law.go.kr/행정규칙/산림청기록관리기준표고시/(2018-29,20180308)"
중앙행정기관,특허청,"1. 기관소개<br>특허청은 산업통상자원부장관 소속 하에 특허·실용신안·디자인 및 상표에 관한 사무와 이에 대한 심사·심판 및 변리사에 관한 사무를 관장하는 기관이다.<br>2. 정보목록<br>https://www.kipo.go.kr/kpo/HtmlApp?c=3210&catmenu=m01_04_01<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 2명<br>6. 기타<br> 1) 특허청 기록관 운영규정<br>http://www.law.go.kr/행정규칙/특허청기록관운영규정/(615,20090803)<br> 2) 특허청 기록관리기준표<br>http://www.law.go.kr/행정규칙/(특허청)기록관리기준표/(2020-6,20200228)"
중앙행정기관,기상청,"1. 기관소개<br>기상청은 기상에 관한 사무를 관장하는 대한민국의 중앙행정기관이다.<br>2. 정보목록<br>http://www.kma.go.kr/notify/information/public_info_list_list.jsp<br>3. 보유기록물 현황<br> 1) 기상청 시청각 기록물 보유 현황<br>http://www.kma.go.kr/notify/information/publication_depart_list.jsp?bid=depart&mode=view&num=231&page=1&field=&text=&schGrp=6<br> 2) 기상청 행정박물 보유 현황<br>http://www.kma.go.kr/notify/information/publication_depart_list.jsp?bid=depart&mode=view&num=232&page=1&field=&text=&schGrp=6<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 9명<br>6. 기타<br> 1) 기상청 기록관 운영규정<br>http://www.law.go.kr/행정규칙/기상청기록관운영규정/(791,20150122)<br> 2) 기상청 기록관리기준표<br>http://www.kma.go.kr/notify/information/publication_depart_list.jsp?bid=depart&mode=view&num=434&page=1&field=&text=&schGrp=6"
중앙행정기관,행정중심복합도시건설청,"1. 기관소개<br>행정중심복합도시건설청은 행정중심복합도시 건설사업을 총괄·조정하고, 예정지역 안에서의 행위 허가 및 건축사무, 도시계획의 수립 등에 관한 제반 사무를 관장하기 위해 설치된 국토교통부 산하 중앙 행정기관이다.<br>2. 정보목록(파일)<br>https://www.naacc.go.kr/csi_board/downloadAttfile.do?num=66480&menu_id=informList3&file_seq=1<br>3. 보유기록물 현황<br>행정중심복합도시건설청 주소로 이동(https://www.naacc.go.kr) -> 정보공개 -> 정보목록 및 기록물 -> 기록관 보유 목록 으로 이동<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 3명<br>6. 기타<br> 1) 행정중심복합도시건설청 기록관 운영규정<br>http://www.law.go.kr/행정규칙/행정중심복합도시건설청기록관운영규정/(260,20200513)<br> 2) 행정중심복합도시건설청 기록관리기준표<br>http://www.law.go.kr/행정규칙/2020년도행정중심복합도시건설청기록관리기준표고시/(2020-16,20200306)"
중앙행정기관,새만금개발청,"1. 기관소개<br>새만금개발청은 새만금사업의 총괄·조정, 기본계획 수립 및 변경, 새만금사업지역에서의 행위허가, 개발계획의 수립 및 실시계획의 승인, 조성토지 등의 공급계획의 승인, 준공검사, 선수금의 승인, 새만금사업지역의 재해·재난의 관리 및 새만금사업 투자유치 등에 관한 사무를 관장하는 대한민국의 중앙행정기관이다.<br>2. 정보목록<br>http://www.saemangeum.go.kr/sda/cop/bbs/sdaSelectBoardList.do?tmpID=sda0012&menuCode=10602<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타 <br> 1) 새만금개발청 기록관 운영규정<br>http://www.law.go.kr/행정규칙/새만금개발청기록관운영규정/(101,20180514)"
중앙행정기관,해양경찰청,"1. 기관소개<br>해양경찰청은 해양에서의 경찰 및 오염 방제에 관한 사무를 관장하는 해양수산부 소속 중앙행정기관이다.<br>2. 정보목록<br>http://www.kcg.go.kr/kcg/ad/an/openList.do?mi=2802<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 2명<br>6. 기타 <br> 1) 해양경찰청 기록물관리 및 기록관 운영규칙<br>http://www.law.go.kr/행정규칙/해양경찰청기록물관리및기록관운영규칙/(130,20190710)"
중앙행정기관,감사원,1. 기관소개<br>감사원은 행정기관과 공무원의 직무에 대한 감찰을 목적으로 설립된 대통령 직속의 국가 최고 감사기관이다.<br>2. 정보목록<br>http://www.bai.go.kr/bai/html/public_info/openlist/pubInfoList.do;jsessionid=gVFztCgf3tLthhpiMdpdVMbk.node02?mdex=bai71<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1)감사원 기록관리기준표<br>http://www.bai.go.kr/bai/cop/bbs/detailBoardArticle.do?bbsId=BBSMSTR_100000000001&searchCnd=7&searchWrd=기록&searchBgnDe=&searchEndDe=&searchYear=&pageIndex=1&recordCountPerPage=10&nttId=125393&tabOkFlag=&mdex=bai8
중앙행정기관,국가인권위원회,"1. 기관소개<br>국가인권위원회는 행정기관과 공무원의 직무에 대한 감찰을 목적으로 설립된 대통령 직속의 국가 최고 감사기관이다.<br>2. 정보목록<br>https://www.humanrights.go.kr/site/homepage/menu/viewMenu?menuid=001003003<br>3. 국가인권위원회 보유기록물 현황<br> 1) 비전자문서, 시청각기록(일반)<br>https://www.humanrights.go.kr/site/program/board/basicboard/view?menuid=001003003001&searchboardtypeid=123&pagesize=10&boardtypeid=121&boardid=7603657<br> 2) 행정박물<br>https://www.humanrights.go.kr/site/program/board/basicboard/view?menuid=001003003001&searchboardtypeid=123&pagesize=10&boardtypeid=121&boardid=7603606<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 5명<br>6. 기타<br> 1) 국가인권위원회 기록관 운영규정<br>http://www.law.go.kr/행정규칙/국가인권위원회기록관운영규정/(282,20180724)<br> 2) 국가인권위원회 기록관리기준표<br>https://www.humanrights.go.kr/site/program/board/basicboard/view?menuid=001003003001&searchboardtypeid=173&pagesize=10&boardtypeid=121&boardid=7600850"
중앙행정기관,방송통신위원회,"1. 기관소개<br>방송통신위원회는 방송위원회의 방송 정책 및 규제, 정보통신부의 통신서비스 정책과 규제를 총괄하는 대통령 직속 기구이다.<br>2. 정보목록<br>https://kcc.go.kr/user.do?page=A07030700&dc=K07030700<br>3. 방송통신위원회 기록관 보유 기록물 목록<br>https://kcc.go.kr/user.do?mode=view&page=A07030100&dc=K07030100&boardId=1015&cp=2&searchKey=ALL&searchVal=기록&boardSeq=38481<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 방송통신위원회 기록물 관리 지침<br>http://www.law.go.kr/행정규칙/방송통신위원회기록물관리지침/(250,20181219)<br> 2) 방송통신위원회 기록관리기준표<br>http://www.law.go.kr/행정규칙/방송통신위원회기록관리기준표/(2014-3,20140303)"
중앙행정기관,국무조정실,"1. 기관소개<br>국무조정실은 국무총리를 보좌하는 행정기관이다. 각 중앙행정기관의 행정 지휘·조정·감독, 정책의 조성·심사평가 및 규제개혁에 관한 사항을 처리하기 위해 국무총리 산하에 설치하였다.<br>2. 정보목록<br>http://www.opm.go.kr/opm/open/information.do?mode=view&articleNo=128933&article.offset=0&articleLimit=10<br>3. 보유기록물 현황 <br>http://www.opm.go.kr/opm/open/information.do?mode=view&articleNo=81192&article.offset=0&articleLimit=10&srSearchVal=기록<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 국무조정실 기록관리 지침<br>http://www.law.go.kr/행정규칙/국무조정실기록관리지침/(36,20130620)"
중앙행정기관,국민권익위원회,"1. 기관소개<br>국민권익위원회는 고충민원의 처리와 이에 관련된 불합리한 행정제도를 개선하고, 부패의 발생을 예방하며 부패행위를 효율적으로 규제하는 업무를 수행하는 국무총리 소속 중앙행정기관이다.<br>2. 정보목록<br>http://www.acrc.go.kr/acrc/board.do?command=searchDetail&menuId=05041904<br>3. 국민권익위원회 기록관 기록물 보유 현황<br>http://www.acrc.go.kr/acrc/board.do?command=searchDetail&menuId=05051011&method=searchDetailViewInc&boardNum=79248&currPageNo=1&confId=23&conConfId=23&conTabId=0&conSearchCol=BOARD_TITLE&conSearchText=%B1%E2%B7%CF&conSearchSort=A.BOARD_REG_DATE+DESC%2C+BOARD_NUM+DESC<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 3명<br>6. 기타<br> 1) 국민권익위원회와 그 소속기관 기록관 운영규정<br>http://www.law.go.kr/행정규칙/국민권익위원회와그소속기관기록관운영규정/(229,20200616)<br> 2) 기록관리기준표<br>http://www.acrc.go.kr/acrc/board.do?command=searchDetail&menuId=05051011&method=searchDetailViewInc&boardNum=81992&currPageNo=1&confId=23&conConfId=23&conTabId=0&conSearchCol=BOARD_TITLE&conSearchText=%B1%E2%B7%CF&conSearchSort=A.BOARD_REG_DATE+DESC%2C+BOARD_NUM+DESC"
중앙행정기관,공정거래위원회,"1. 기관소개<br>공정거래위원회는 독점 및 불공정거래에 관한 사안을 심의·의결하기 위해 설립된 국무총리 소속의 중앙행정기관이자 합의제 준사법기관이다.<br>2. 정보목록<br>http://www.ftc.go.kr/www/cop/bbs/selectBoardList.do?key=249&bbsId=BBSMSTR_000000002332&bbsTyCode=BBST01<br>3. 공정거래위원회 기록관 보유 목록<br>http://www.ftc.go.kr/solution/skin/doc.html?fn=496625f4a956968e3b21ca077dfc0f8052ce0d32bd05055e052c1b9c2018648c&rs=/fileupload/data/result/BBSMSTR_000000002332/<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 공정거래위원회 기록관 운영규정<br>http://www.law.go.kr/행정규칙/공정거래위원회기록관운영규정/(270,20181217)<br> 2) 공정거래위원회 기록관리 기준표<br>http://www.law.go.kr/행정규칙/2018년도공정거래위원회기록관리기준표/(2019-10,20191203)"
중앙행정기관,금융위원회,"1. 기관소개<br>금융위원회는 금융산업의 선진화와 금융시장의 안정을 꾀하고, 건전한 신용질서와 공정한 금융거래관행을 확립하기 위하여 설립된 행정기관이다. (구)금융감독위원회 감독정책기능과 (구)재정경제부 금융정책기능을 통합하고, 금융위원장과 금감원장의 겸임을 금지하여 정책기능과 집행기능을 분리하였다.<br>2. 정보목록<br>https://www.open.go.kr/othicInfo/infoList/infoList.do 에서 금융위원회 검색<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 2명<br>6. 기타<br> 1) 금융위원회 기록관 운영 규정<br>http://www.law.go.kr/행정규칙/금융위원회기록관운영규정/(104,20200930)<br> 2) 금융위원회 기록관리기준표<br>http://www.law.go.kr/행정규칙/금융위원회기록관리기준표(2019년도)/(2019-7,20190228)"
중앙행정기관,원자력안전위원회,"1. 기관소개<br>원자력안전위원회는 원자력의 이용 및 안전에 관한 중요사항을 심의, 의결하기 위하여 국무총리 소속하에 설치된 기관이다.<br>2. 정보목록<br>https://www.open.go.kr/othicInfo/infoList/infoList.do 에서 원자력안전위원회 검색<br>3. 원자력안전위원회 보유기록물 현황<br>https://www.nssc.go.kr/ko/cms/FR_BBS_CON/BoardView.do?pageNo=1&pagePerCnt=15&MENU_ID=390&CONTENTS_NO=&SITE_NO=2&BOARD_SEQ=12&BBS_SEQ=44780&USER_NAME=&TEL_NO=&WRITER_DI=&_csrf=&CATE_SEQ=&SEARCH_FLD=&SEARCH=%25EA%25B8%25B0%25EB%25A1%259D<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 2명<br>6. 기타<br> 1) 원자력안전위원회 기록관 운영규정<br>http://www.law.go.kr/행정규칙/원자력안전위원회기록관운영규정/(59,20140710)<br> 2) 원자력안전위원회 기록관리기준표<br>https://www.nssc.go.kr/ko/cms/FR_BBS_CON/BoardView.do?pageNo=1&pagePerCnt=15&MENU_ID=1370&CONTENTS_NO=&SITE_NO=2&BOARD_SEQ=12&BBS_SEQ=45920&USER_NAME=&TEL_NO=&WRITER_DI=&_csrf=&SEARCH_SEQ=2&SEARCH_FLD=&SEARCH="
중앙부처소속기관,서울고등검찰청,"1. 기관소개<br>서울고등검찰청은 서울특별시와 인천광역시, 경기도와 강원도를 관할하며 항고사건의 수사, 형사 항소심의 공소 유지, 행정소송의 수행, 감찰 등의 업무를 처리하는 검찰기관이다.<br>2. 정보목록<br>https://www.spo.go.kr/site/highseoul/ex/board/List.do?cbIdx=10711<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타"
중앙부처소속기관,부산고등검찰청,"1. 기관소개<br>부산고등검찰청은 부산ㆍ울산광역시와 경상남도를 관할하며 부산지방검찰청, 울산지방검찰청, 창원지방검찰청을 지휘ㆍ감독하는 검찰기관이다. 3개 지방검찰청 외에 5개 지청(부산동부ㆍ진주ㆍ통영ㆍ밀양ㆍ거창)과 3개 지방경찰청(부산ㆍ울산ㆍ경남) 및 산하 경찰서들을 관할로 두고 있다.<br>2. 정보목록<br>https://www.spo.go.kr/site/highbusan/ex/board/List.do?cbIdx=10754<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 부산고등검찰청 기록관 운영규정<br>https://www.spo.go.kr/site/highbusan/ex/announce/AnnounceInfo.do?siteCd=highbusan&infoId=500&infoSeq=1&infoGubun=total&seqId=633900#"
중앙부처소속기관,대구고등지방검찰청,"1. 기관소개<br>대구고등지방검찰청은 대구광역시와 경상북도를 관할하며 항고사건의 수사, 형사 항소심의 공소 유지, 행정소송의 수행, 감찰 등의 업무를 처리하는 검찰기관이다. 산하에 대구지방검찰청과 8개 지청(서부 · 안동 · 경주 · 포항 · 김천 · 상주 · 의성 · 영덕) 외에 2개 지방경찰청(대구 · 경북), 33개 경찰서, 1개 해양경찰서를 관할로 두고 있다.<br>2. 정보목록<br>https://www.spo.go.kr/site/highdaegu/ex/board/List.do?cbIdx=10744<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타"
